reference,candidate,score,ter_score,label
""" the era of ( outgoing president ) kuchma , ( kuchma's predecessor ) kravchuk , and ( incumbent prime minister ) yanukovych has become history . ""","( clinton ) , the title deed ( arsenal ) , the predecessor of the chinese and the prime minister ) of the world has become history . """,0.6207,0.6206896551724138,1
"according to the votes counted in over half of the constituencies released by ukraine's central election commission , opposition leader yushchenko has taken a 16 point lead over incumbent prime minister yanukovych in the historic presidential election re-voting .","ukrainian president leonid kuchma today quoted the central election committee constituency count more than half the number of results , said the opposition leader in this historic presidential election , leading to vote against the current prime minister , china , 16 percentage points .",0.4222,0.8444444444444444,1
ukraine's central election commission says that the pro-west yushchenko has won 56.33% of the votes while the pro-moscow yanukovych has won 39.86% .,"the ukrainian central election committee stated that pro-western yushchenko has 56.33 percent of the votes , compared to 39.86 percent for pro-russian yanukovich .",0.4796,0.625,0
the results are based on the polling results of 50.96% of polling stations across ukraine .,the survey results are based on the ukrainian national 50.5 per cent of the ballots were cast ballots .,0.4211,0.5789473684210527,1
there are more than 33000 polling stations in ukraine .,there were over 33000 polling precincts in ukraine .,0.5966,0.4444444444444444,0
an earlier exit poll also shows yushchenko taking a 15 to 20 point lead over yanukovych .,the exit poll released earlier also showed that yushchenko led yanukovich by 15 to 20 percent .,0.5294,0.7058823529411765,0
japan's ministry of internal affairs and communications to launch telecommuting trial to reduce office life pressures,japanese ministry of internal affairs and communications pilots telecommuting to reduce stress of office life,0.6860,0.4666666666666667,0
"japan's ministry of internal affairs and communications today launched an advanced internet program , hoping that 20% of the japanese workforce could "" telecommute "" through the program before 2010 to reduce pressures from office life and resolve the problem of family splits .","japan today , the province launched an advanced network programme , in the year 2010 , japan , the working population through this scheme from home , "" the office of the work to reduce the pressure of life and family breakdown .",0.4662,0.8372093023255814,1
"an official from the ministry of internal affairs and communications says there are currently about 4 million japanese , or 6% of japan's total workforce of 63.2 million , working outside offices through scientific and technological means .","an official from the ministry of internal affairs and communications stated that currently , approximately 4 million japanese , representing 6 percent of the total workforce of 63.2 million people , utilize technology to work outside the office .",0.6410,0.46153846153846156,0
"starting from january , six officials from the ministry of internal affairs and communications will not need to enter the office for at least one day a week , instead using high-speed internet service to perform their work duties from their homes , universities or libraries .","starting in january , six ministry of internal affairs and communications employees will be working outside the office , either from home , from universities , or from libraries through high-speed internet service at least once a week .",0.6057,0.7948717948717948,0
the ministry of internal affairs and communications will expand the scope of the program based on feedbacks to increase the number of telecommuting employees working at home to 20% of its 2500 strong workforce .,"the province will depend on and expand the scope of such advanced plan until all the provinces of 2500 people , in the next six years ago and two members to work at home .",0.4443,0.8,1
"a ministry official says the program , which enables employees to use chat rooms and teleconferencing , is expected to "" improve workplace efficiency "" .","the ministry of internal affairs and communications official said that this program , which allows employees to hold meetings through internet chat rooms and teleconferencing , will hopefully "" improve the efficiency of work places . """,0.4865,0.5945945945945946,0
he says telecommuting can offer employees more time to be with their family members and enable people supporting the family to do more housework .,"he said that electronic commuting to let workers have more time with the family , to which people can also help more household chores .",0.4800,0.76,1
"he says the program can also ease the problems of traffic congestion , including a lessening of exhaust gas and less overcrowding of vehicles during rush hours .","he stated that this program could also reduce traffic congestion , including car exhaust and the overcrowding of trains during rush hour .",0.5247,0.6521739130434783,0
"he says the aim of the program is to "" encourage the sharing of telecommuting technology with private firms "" , to raise the ratio of telecommuters to 10% by 2005 and 20% by 2010 .","he claimed that the goal of this program is , "" through the encouragement of sharing telecommuting technologies with the private sector , "" to increase the ratio of japanese telecommuters to 10 percent by 2005 and then to 20 percent by 2010 .",0.6818,0.45454545454545453,0
pentagon launches unprecedented relief effort for asian tsunami victims,pentagon launches unprecedented relief efforts for asian tsunami victims,0.8889,0.1111111111111111,0
"the pentagon said today that it had launched one of the largest relief operations in its history to help asian tsunami victims . the operation consists of two aircraft carrier strike groups , 20 reconnaissance and supply planes and tens of thousands of personnel .","the pentagon said today that the pentagon has launched its largest ever in one of the rescue operation to help asia tsunami victims , including the mobilization of the two aircraft carrier battle group , including reconnaissance planes and fighter aircraft and , as well as thousands of officers .",0.6000,0.52,1
"pentagon spokesman , navy major hicks , said that after the tsunami of the 26th , which has killed over 80000 people , the us military has been facing the challenge of launching operations in several regions at the same time .","lt . cmdr hicks , a spokesman for the pentagon , said that after the december 26th tsunami that killed over 80000 people , the u.s. military is facing the challenge of operating in several different regions at the same time .",0.6889,0.47619047619047616,0
""" it is one of pentagon's largest humanitarian relief operations , "" he told afp .","he told afp : "" the pentagon , the largest one humanitarian relief operations . """,0.7500,0.625,1
"major general conway , who is in charge of military operations for the joint chiefs of staff , said they are seeking to evaluate the scale of the disaster and have sent assessment teams to thailand , sri lanka and indonesia .","the joint chiefs of officials responsible for military action , and will also seek to assess the magnitude of this disaster , and has sent disaster relief team to thailand , sri lanka and indonesia .",0.5173,0.6944444444444444,1
"the pentagon says it has dispatched 20 aircrafts to southeast asia , including six c-130 cargo aircrafts carrying drinking water and food , five kc-135 refueling aircrafts and nine p3 reconnaissance aircrafts .","the pentagon said that it had dispatched 20 aircraft to south asia , among which were six c-130 transporters that carried drinking water and food , five kc-135 refueling planes , and nine p3 reconnaissance planes .",0.6216,0.3783783783783784,0
the pentagon has also mobilized the uss lincoln and uss richard aircraft carriers and their warships .,"the pentagon also mobilized the lincoln and "" the "" aircraft carriers and their ships .",0.7046,0.375,1
conway says the uss lincoln strike group and its 12 helicopters and 9000 personnel have departed hong kong for the gulf of thailand and will be deployed off sumatra .,"kang , "" the abraham lincoln battle group and their 12 helicopters and 19 are from hong kong to the gulf of siam will eventually be deployed in somalia area .",0.5161,0.5483870967741935,1
"the uss richard with 25 helicopters , 2100 marines and 1400 crew aboard has left guam and is expected to arrive in the bay of bengal on january 7th next year .","contains 25 helicopters , a marine corps and navy , "" mr "" departure from guam , is expected to be seven days in january next year in the bay of bengal .",0.5152,0.6363636363636364,1
the pentagon has decided to mobilize another 5 ships in guam and 2 ships in the indian ocean base of diego garcia with freshwater-producing capability .,the pentagon has decided to mobilize five ships from guam and two ships that can produce fresh water from the diego garcia base on the indian ocean .,0.6071,0.5714285714285714,0
conway says thailand's utapao base in the gulf of thailand will serve as a command base for us military relief operations .,conway stated that the u.s. army's relief operations would use the thailand utapao base on the gulf of siam as its command center .,0.4444,0.7916666666666666,0
nightclub fire in argentine capital kills at least 169 wounds 375,argentine capital nightclub fire killed at least 169 and injured 375,0.7273,0.45454545454545453,0
city officials in the argentine capital of buenos aires said today that at least 169 people had been killed and 375 injured in a fire at a buenos aires nightclub on the night of the 30th .,"city officials of the argentine capital of buenos aires said today that a huge fire broke out in a downtown nightclub in buenos aires , killing at least 169 people and injuring 375 .",0.7271,0.5588235294117647,0
the nightclub was packed with some 2000 teenagers celebrating the end of the academic year when the fire occurred .,fire incidents occurred at night to mark the end of that year were about 2 000 young people .,0.3495,0.8947368421052632,1
the city's health secretary stein pointed out that the casualty toll was provisional .,"the city health director , said because of the above statistics are not final casualties .",0.2500,0.75,1
""" this is a disaster . this is a disaster , "" argentine interior minister fernandez told reporters outside the smoldering nightclub , saying the death toll was provisional .","argentine interior minister fernandez told reporters outside the still burning nightclub , "" this is a disaster ! this is a disaster ! "" and cautioned that the death toll was speculative .",0.7576,0.36363636363636365,0
"stein pointed out that at least 375 people were injured in the blaze , including 18 police officers .","stern as pointed out that at least 350 people were injured in flames , including 18 officers .",0.7357,0.3333333333333333,1
"stein said the fire broke out before midnight on the 30th at this disco club in the city center , where some 2000 youngsters were attending a rock concert inside the ballroom .","stern said , because in the disco fire in 30 before midnight , about 2 000 young people in dance halls , rock concerts .",0.2905,1.08,1
"buenos aires mayor ibarra said that according to unconfirmed reports , the blaze started when somebody tossed a flare during the concert .",buenos aires mayor ibarra claimed that unconfirmed reports stated that the fire started after someone tossed a flare during the concert .,0.6950,0.36363636363636365,0
""" this is a terrible night , "" ibarra told todo noticias television .","according to pakistan , told the television said today that "" this is a terrible night "" .",0.6111,0.6666666666666666,1
bodies were lined up on the street as firefighters attempted to put out the blaze .,"while firefighters were battling the flames , the victims ' bodies were lined up on the street .",0.5556,0.5555555555555556,0
"a chaotic scene unfolded outside the blazing discotheque early today , as hundreds of police and firefighters mingled with stunned teenagers and their parents searching frantically for their children .","a chaotic situation emerged outside the burned discotheque this morning , with hundreds of police and firefighters mingling with terrified youngsters and anxious parents who were frantically looking for their children .",0.5938,0.40625,0
un : relief materials could take weeks to reach tsunami victims in aceh,un : relief supplies won't reach aceh victims for weeks,0.5186,0.8,0
"the united nations said today that desperately needed relief supplies would take "" weeks "" to reach tsunami survivors in isolated areas of indonesia's aceh province .","the united nations said today that the urgently needed aid will take "" weeks "" to deliver to tsunami victims in isolated regions of aceh , indonesia .",0.6429,0.42857142857142855,0
"us navy helicopters arrived in banda aceh , the capital of aceh province , while more and more field hospitals were being put into operation in the city . an enormous amount of relief supplies have been arriving at the airport in succession .","the united states navy helicopter had arrived in aceh province of aceh , capital city of large and growing in a field hospital and a large number of relief materials have arrived at the airport .",0.4671,0.8888888888888888,1
"but the chief of the un office for the coordination of humanitarian affairs in indonesia , elmquist , told reporters that a myriad of coordination and infrastructure problems was making it impossible to quickly deliver aid .","however , elmquist , the chief of the un office for coordination of humanitarian affairs in indonesia , told reporters that the relief supplies cannot be delivered quickly due to numerous coordination and infrastructure problems .",0.7295,0.4166666666666667,0
""" it's going to take weeks before we send relief materials to all the isolated areas , "" elmquist told reporters by telephone from the capital jakarta after returning from banda aceh .","the { arrogance in aceh , capital of jakarta returns by telephone after told reporters that "" we need a few weeks , bringing relief to all the isolated areas .",0.6049,0.8387096774193549,1
""" it's a concern and we are desperately doing what we can to find ways of establishing distribution systems in banda aceh , "" he said","he said : "" this is a worrying problem , we are eager to do everything possible to establish the aceh material distribution systems . """,0.4615,0.7692307692307693,1
"the un and other relief organizations have warned that people in the devastated region of indonesia's sumatra may die within days if they do not have immediate access to clean water , food and medical treatment .","the united nations and other relief organizations have warned that if victims in indonesian sumatra regions do not have clean drinking water , food , and medical treatment immediately , they will die in a few days .",0.6579,0.6842105263157895,0
"asked if the delay was effectively a death sentence for some tsunami survivors , elmquist replied , "" i hope not . i hope that people are finding ways to get food and water , but obviously it's not a situation we are happy about . ""","the { when asked whether delivery is delayed , for certain tsunami response pronounced : "" i hope not , i hope that the victims managed to obtain food and drinking water , but this is obviously not what we are happy to see . """,0.5531,0.6304347826086957,1
""" it's a very serious situation and we can only hope that it's possible to do something quicker , "" he said .","he said , "" it's a very serious situation and we can only hope that it's possible to do something quicker . """,1.0000,0.13043478260869565,0
"japan offers us$ 500 m for relief , topping world in funds",japan outpledges nations with 500 million u.s. dollars,0.1516,1.375,0
"japan today promised us$ 500 million to countries devastated by the indian ocean tsunamis . japan's contribution by far outpledges all the other countries racing to help victims of one of the world's worst disasters , increasing the money the world has promised for relief and reconstruction to more than us$ 1.6 billion .","japan today pledged $ 5 billion by the indian ocean , where the injured state in the countries are competing to help rescue the world's most tragic disaster victims , japan became the first of all countries , has promised to provide relief and reconstruction of the total amount to $ 1.6 billion .",0.5710,0.6666666666666666,1
"japanese prime minister junichiro koizumi said in a statement that as asia's largest economy , japan would consider more assistance including money and technology .","japanese prime minister koizumi junichiro issued a statement saying that as asia's largest economy , japan would consider providing more assistance , including money and technology .",0.8519,0.2222222222222222,0
""" japan will provide assistance to the maximum extent possible in three ways : financial resources , knowledge and expertise , and human resources , "" he said .","he said , "" japan will provide assistance to the maximum extent possible in three ways : financial resources , knowledge and technology , and human resources . """,0.9655,0.13793103448275862,0
""" for the time being , japan will extend to affected countries and relevant international organizations up to us$ 500 million of grant money as emergency assistance to cope with the disaster , "" he said .","he said : "" japan will be given to the affected states and relevant international organizations to five billion dollars in grants for disaster emergency response . """,0.4498,0.9642857142857143,1
koizumi also said he would take part in a meeting of world leaders on the 6th in the indonesian capital jakarta to discuss aid for the tsunami-hit countries .,koizumi added that he would participate in the world leaders meeting held in jakarta on the 6th to discuss issues on assisting tsunami-hit countries .,0.6135,0.6,0
the us government increased its promised aid nearly ten-fold to us$ 350 million yesterday after us president bush was accused of being slow to respond to the massive human disaster .,"after u.s. president bush was accused of being slow in reacting to this human catastrophe , the u.s. government had raised the relief amount it promised ten-fold to u.s. $ 350 million yesterday .",0.4884,0.7647058823529411,0
"china , which is seen as increasingly challenging japan for influence in asia , has promised us$ 60.5 million , a major sum for a developing nation .","has been growing intends to challenge its influence in asia , japan , china has also pledged $ 500000 for assistance to developing countries , which is a large number .",0.5161,0.7419354838709677,1
""" japan will make further contributions by utilizing fire-department helicopters and personnel , "" koizumi said .","koizumi said : "" japan will mobilize fire offices and staff , make more contribution .",0.5284,0.75,1
""" japan will also consider , as early as possible , additional contributions including mobilizing japan's self defense forces ' aircrafts , vessels and personnel . ""","japan will also be considered by some forces as soon as possible , including the use of the sdf vessels and personnel . """,0.5148,0.7083333333333334,1
japan had earlier pledged us$ 30 million to the tsunami-hit countries .,japan had pledged $ 3 million by the tsunami victims .,0.5306,0.5454545454545454,1
a foreign ministry spokesman said that the amount was included in koizumi's 500 million dollar pledge .,a spokesman for the foreign ministry said that the u.s. $ 30 million was included in the u.s. $ 500 million that koizumi mentioned .,0.4194,0.52,0
who : 50 aid groups to offer medical assistance in indonesia's aceh province,who : 50 organizations will provide medical aid to aceh indonesia,0.5306,0.7272727272727273,0
the world health organization ( who ) said today that 50 aid groups had arrived in indonesia's aceh province to provide medical care for survivors of the tsunami disaster .,"the world health organization said today that 50 aid groups have already arrived in indonesian aceh province , ready to provide the tsunami survivors medical assistance .",0.6960,0.5185185185185185,1
"the who's indonesian representative , petersen , said the who was trying to coordinate all the groups and had held a meeting with them in the afternoon .","petersen , the who's indonesian representative , said that the who was trying to coordinate all the organizations and had a meeting with them in the afternoon .",0.9286,0.14285714285714285,0
petersen said coordination was proving difficult because many groups had gone directly into aceh for relief work .,petersen claimed that the coordination was extremely difficult since many organizations have gone directly to aceh to provide relief efforts .,0.4762,0.5238095238095238,0
""" we are trying to sort it out , everyone has just come in , but everyone has shown a great willingness to cooperate , "" petersen said by telephone from jakarta .","petersen , a telephone interview survey in jakarta said : "" we are trying to rationalization and activation of each group is just that every society , but also said that they are willing to cooperate . """,0.5000,0.8157894736842105,1
"petersen reiterated that the who's main concern was to prevent the outbreak of diseases such as cholera and dysentery , which have the potential to kill tens of thousands of people .","petersen stressed that the main concern of the who was to prevent the outbreak of epidemics such as cholera and diarrhea , which can cause tens of thousands of deaths .",0.7184,0.3870967741935484,0
""" we are very worried since we have a very large number of people displaced who don't have sufficient clean water or adequate food supplies , "" petersen said .","petersen said : "" we are very worried because there are many people homeless , they are not sufficiently clean drinking water or adequate food .",0.4947,0.7692307692307693,1
""" so we have a situation that is very ripe for epidemic outbreaks . ""","since the outbreak of infectious diseases , conditions are ripe . """,0.1947,1.0,1
"however , petersen stressed that there has been no sign yet of any major problems with the diseases .","however peterson emphasized that to date , no signs of these diseases .",0.3394,1.0,1
"indonesia's health ministry says up to 100000 people in sumatra may have been killed in the tsunami disaster , with most of the victims in aceh province .","the indonesian health ministry said in the tsunami , sumatra death toll may reach hundreds of thousands of people , most of these victims in aceh province .",0.6071,0.6428571428571429,1
"as most of the medical facilities have been destroyed in aceh province , the indonesian military and the governments of singapore and australia have set up at least 8 field hospitals in the past week . the united nations children's fund has also begun delivering basic medical kits intended to help 200000 children .","since most of aceh's medical facilities had been destroyed , since last week the indonesian army and the governments of singapore and australia have set up at least eight field hospitals , while the united nations children's fund has also begun distributing basic medical kits to help 200000 children .",0.7385,0.32,0
powell predicts shiite victory in iraqi election,powell forecast shiite on winning election,0.4232,0.6666666666666666,1
us secretary of state colin powell today predicted a shiite victory in the iraqi elections but he also assuaged concerns it could bolster iranian influence inside the country because of the past feud between iraqi and iranian shias .,"u.s. secretary of state colin powell today predicted that the shiites in the forthcoming election victory , but he also said that as a result of past iraqi shiite and the shiite does not accord , we need not worry too much shiite win may increase the presence in iraq .",0.4074,0.7254901960784313,1
there are growing indications that sunni arabs will either boycott the january 30th election or will be prevented from taking part in it by the iraqi authority due to a spreading insurgency .,more and more evidence has shown that sunni muslims will either boycott the january 31 election or will be prevented from participating in the election by the iraqi authorities for spreading insurgency .,0.6061,0.48484848484848486,0
""" the new government and the transitional national assembly that will come into place will be majority shiite , "" said powell on nbc's "" meet the press "" .","powell said at the abc program "" meet the press that "" the new government , the transitional national assembly by the shiite majority .",0.6222,0.92,1
""" the majority of the iraqi population is also shiite . ""","that's the majority of the population . """,0.5307,0.625,0
"shiite muslims make up more than 60% of iraq's population , and are concentrated mostly in the southern and central parts of the country .",shiite muslims made up more than 60 percent of the iraqi population ; most of them reside in southern and central iraq .,0.5724,0.5652173913043478,0
"sunni arabs , who live in central and western provinces , comprise about 20% of all iraqis .","the sunnis , who constitute 20 percent of the population , live in the central and western provinces .",0.6316,0.631578947368421,0
"former iraqi foreign minister pachachi , who now heads the sunni-dominated iraqi independent democrats party , today called for the vote to be delayed but powell said the iraqi election would be held on schedule .","currently headed by a majority of the democratic party on the independence of the former foreign minister , today called for by postponing the elections , powell said that iraq will be held as scheduled .",0.5000,0.7222222222222222,1
powell also said he felt it was unlikely shiite control of iraq's future government would mean it would be run from iran .,powell also said he thought the shiites to control the future government of iraq is not likely to mean that the iraqi lands will be manipulated .,0.4074,0.7037037037037037,1
""" my sensing right now is that , even though there may be iranian influence - and iranians will try to influence iraq's political situation , but there is sufficient difference and past serious disagreements and conflicts between iranian and iraqi shias , "" he said .","he said , "" my sense right now is that , even though there may be iranian influence - and iranians will try to influence the iraqi political situation , of course - there is a sufficient difference and past serious disagreements and conflicts between iranian and iraqi shiites . """,0.8431,0.21568627450980393,0
international aid pours in but time not on tsunami victims ' side,international aid pours in ; tsunami victims racing against time,0.5731,0.7,0
foreign rescue troops are airdropping food and setting up clean water supplies in asia's tsunami-hit areas to help millions of victims left homeless and hungry .,foreign rescue forces currently asian tsunami disaster by air drops of food and clean water supply system to help millions of displaced and trapped victims of famine .,0.4643,0.7142857142857143,1
statistics show the death toll has reached nearly 150000 .,figures showed that the death toll has reached almost 150000 .,0.6364,0.36363636363636365,0
"donations are flooding in from various governments while us president bush has put his father , george bush , and his predecessor , clinton , in charge of efforts to raise private aid .","relief supplies continue to pour in from governments while u.s. president bush appointed his father , bush senior , and former president clinton to be in charge of raising private aid .",0.5714,0.5625,0
a us delegation led by secretary of state powell arrived in thailand last night to express us concern and assess the progress of the relief work ahead of a crisis summit on the 6th in the indonesian capital of jakarta .,the delegation headed by u.s. secretary of state powell arrived in thailand last night to show u.s. concern and assess the relief work progress before the crisis summit in the indonesian capital of jakarta on the 6th .,0.7273,0.34210526315789475,0
"powell's delegation includes president bush's younger brother , florida governor jeb bush , and us agency for international development administrator natsios .","accompanying powell were jeb bush , younger brother of president bush and governor of florida ; and natsios , the chief of the u.s. agency for international development .",0.5000,0.6896551724137931,0
"powell will head the delegation to inspect the disaster in thailand , indonesia and sri lanka before attending the summit on the 6th .","powell will head a delegation to visit thailand , indonesia and sri lanka , on the situation in the summit .",0.7018,0.47619047619047616,1
"powell said the mission of the visit was to assess the situation "" and see what else the us might need to do "" , but he was carrying no new immediate promise of aid beyond the 350 million dollars already committed .","powell stated that the objective of his tour was to assess the disaster situation "" and see what else we might need to do "" but he will not make any immediate promise to increase the donations beyond the u.s. $ 350 million already pledged .",0.5918,0.45652173913043476,0
"since the disaster occurred , there is a voice now to give up the search for thousands of tourists still unaccounted for , many of them foreign tourists .","since the disaster , there are up to find whereabouts remain unknown thousands of tourists , many voices were foreign tourists .",0.4960,0.6818181818181818,1
"however , thai prime minister thaksin has vowed that the hunt will go on in his country .","however , thai prime minister , yeltsin vowed to continue in its internal searches .",0.4367,0.7333333333333333,1
""" we will continue to use our best efforts as foreign experts have told me that they ( the missing ) may have been buried in mud in mangrove forests . so we will not stop searching , "" thaksin told reporters in phuket island .","china in phuket , told reporters : "" foreign experts told me that they ( disappeared ) may be buried in mud in the next , we will continue to make every effort to search , will not stop . """,0.6261,0.7560975609756098,1
an unprecedented international relief effort is underway .,the largest international rescue effort in history continues .,0.3333,0.6666666666666666,0
a fleet of us navy helicopters from the us aircraft carrier lincoln dropped aid and picked up survivors for a second day in aceh of indonesia .,"the navy helicopters dispatched from the uss "" abraham lincoln "" were carrying out their second day of duties to airdrop relief materials and transport survivors in aceh indonesia .",0.4667,0.8,0
"rear admiral crowder , commander of the lincoln , says that 50000 pounds of food and water have so far been delivered to the disaster-hit areas and the operation is "" going great "" .","rear admiral crowder , commander of the lincoln , said 50000 pounds of food and water had been delivered to the disaster areas , and the mission was "" going great . """,0.7701,0.3333333333333333,0
tsunami relief efforts mask backstage political wrestling,political tug-of-war behind tsunami relief efforts,0.5643,0.8333333333333334,0
"with asian tsunami relief materials flooding into disaster-hit areas , behind-the-scene activities are also underway with governments wrestling over who should offer and receive the aid and who should play a leading role in the largest relief operation in modern history .","in the asian tsunami disaster material inflow , a relatively well off in the activities undertaken by governments is to be financed in that regard , it should be assisted by one , and should lead this modern most massive relief operations and rivalries .",0.3778,0.8444444444444444,1
"the tragedy , which has killed nearly 150000 people , has rekindled past flames of war , including the differences between the united states , the united nations and europe as well as the struggle for the leading role in asia .","the disaster that caused almost 150000 deaths has revived old battles , including the disagreements between the united states , the united nations , and europe , and the struggle for leadership in asia .",0.5614,0.6,0
"however , relief experts still hold cautious hopes that given the many countries that have been hit by the tsunami , the tragedy on a global scale may set a precedent for countries that have promised aid to indeed keep their commitments .","however , relief experts still hold cautious hope that the global nature of this disaster that hit so many countries may set a precedent : governments honor their promises to help .",0.4654,0.84375,0
""" aid commitments by governments have never been 100% fulfilled in time , "" said international development professor juma of harvard university's kennedy school of government .","juma , professor of international development at harvard's john f . kennedy school of government said , "" there has never been an aid pledge for which governments have come through 100 percent and on time . """,0.5526,0.8421052631578947,0
"governments have already pledged aid of us$ 2 billion . prominent figures in the international political arena including us secretary of state powell and un secretary general annan as well as the leaders of australia , china and japan will hold a crisis summit with deep political implications on the 6th in the indonesian capital of jakarta .","donations pledged by governments have reached u.s. $ 2 billion . important international figures including un secretary general annan and u.s. secretary of state powell , as well as leaders of australia , china , and japan , will hold a crisis summit with rich political overtones in jakarta on the 6th .",0.7119,0.5094339622641509,0
"us president bush increased us aid nearly ten-fold to us$ 350 million after being accused of being slow in response and following senior un relief official egeland's open criticism of rich countries ' "" stinginess "" .","in the inertia and the united nations relief service officials publicly criticized the "" rich "" stingy , "" the us president bush will be american assistance to almost 10 times higher , increased to $ 350 million .",0.3846,0.9230769230769231,1
"in asia , the tsunami has resulted in a behind-the-scene wrestle over regional influence . increasingly confident china has promised to offer aid worth us$ 60.5 million , a major sum for a developing nation .","in asia , the tsunami disaster has led to a covert race for regional influence . the increasingly confident china has pledged u.s. $ 60.5 million , a huge sum for a developing nation .",0.6842,0.4,0
"japan , which has been reducing its foreign aid for six consecutive years , has shattered remarks that the country's power is declining with rapid action ; promising to provide at least us$ 500 million , a sum which far outshines other nations .","japan , which has cut its foreign aid budget in six consecutive years , has also shattered talk of its declining national power by promising to provide at least u.s. $ 500 million , an amount that dwarfs all the other nations .",0.6304,0.5348837209302325,0
world leaders tour sri lanka to assess tsunami damage,world leaders to tour sri lankan disaster areas,0.5516,0.625,0
sri lankan officials say that world leaders including un secretary general annan and us secretary of state powell are successively arriving in sri lanka to gain a first-hand view of the tsunami damage that killed 30600 people here last month .,"sri lankan officials said that world leaders , including the united nations secretary-general kofi annan , u.s. secretary of state powell have started to arrive in sri lanka , late last month to familiarize themselves with the claimed 34 lives in sri lanka 600 large tsunami disaster .",0.4118,0.6458333333333334,1
they say powell has already arrived and south korean prime minister lee hae-chan is due around noon .,"they said that powell had arrived , while south korean prime minister lee hae-chan was scheduled to arrive later that afternoon .",0.4545,0.5909090909090909,0
"the us embassy said in a statement that powell is to visit some of the areas worst hit by the december 26 tsunami , including the southern region of galle where us marines are to be based for relief operations .","the u.s. embassy press release said that powell will visit last december 26 tsunami most serious in some areas , including the united states marines stationed in the rescue operations in southern galle district .",0.5107,0.8857142857142857,1
the south korean embassy said in a statement that lee hae-chan would tour the west coast accompanied by the sri lankan prime minister .,"south korean embassy , said that li hai , reflecting the sri lankan prime minister , accompanied by visiting the western coastline .",0.5828,0.6086956521739131,1
""" together with sri lanka's prime minister rajapakse , the korean prime minister will travel along the western coast to have a firsthand view of the destruction of lives , livelihoods and property caused by the tsunami , "" the statement said .","the declaration said , "" together with sri lanka's premier rajapakse , the korean prime minister will travel along the western coast to have a first-hand view of the destruction of lives , livelihoods and property caused by the tsunami . """,0.9067,0.2619047619047619,0
"lee hae-chan will stop over in hambantota , the worst affected area , to oversee relief operations being carried out by private and non-governmental organizations from south korea .","lee hae-chan will stop over at hambantota , the hardest-hit area , to supervise the relief operations by korean civilian and non-governmental organizations .",0.6090,0.5416666666666666,0
un secretary general annan is expected to start a two-day visit in the evening .,un secretary general annan is set to arrive at night for a two-day visit .,0.6667,0.4,0
""" he will be touring along with world bank president wolfhensohn to some of the affected regions in the south and the east , "" said un spokesman samarsinghe .","samarsinghe , spokesman for the united nations , said , "" he will be touring along with world bank president wolfensohn to some of the affected regions in the south and the east . """,0.8000,0.4,0
world health organization director general lee jong-wook will also arrive in colombo today .,"lee jong-wook , the world health organization director-general , is also set to arrive in colombo today .",0.6111,0.4444444444444444,0
german foreign minister fischer is due in sri lanka by the weekend .,german foreign minister fischer is scheduled to arrive in sri lanka by the weekend .,0.8000,0.2,0
sri lankan officials say many other world leaders are expected to come over the next few weeks .,sri lankan officials said that more world leaders are set to arrive in the next few weeks .,0.6667,0.3333333333333333,0
these leaders include canadian prime minister martin . canada announced yesterday that martin would visit sri lanka and thailand later this month .,among those leaders is canadian prime minister martin . canada announced yesterday that marin will visit sri lanka and thailand later this month .,0.7917,0.20833333333333334,0
bush : us set to boost peace efforts after palestinian election,"bush , after palestinian elections will strengthen peace efforts",0.4449,0.7777777777777778,1
"us president bush said today he was "" deeply heartened "" by a strong turnout in today's palestinian elections and promised that the us would bolster its peace efforts .","us president bush said here today , the high turnout election was "" deeply moved , "" he promised that the united states will strengthen peace efforts .",0.5653,0.6428571428571429,1
""" palestinians throughout the west bank and gaza took a key step toward building a democratic future by electing a new chairman of the self-rule government , "" president bush said in a statement .","president bush in a statement said : "" the west bank and the area of the palestinian people to elect a new autonomous government of the future of democracy , to establish a crucial step .",0.5833,0.7222222222222222,1
""" observers of the election have described the election as free and fair . ""","observers of the election described it as a largely free and fair election . """,0.8000,0.4,0
""" this is a historic day for the palestinian people and for the people of the middle east , "" he said .","he said , "" this is a historic day for the palestinian people and for the people of the middle east . """,1.0000,0.13043478260869565,0
"exit polls show former prime minister abbas has won the election by a huge margin , winning two-thirds of the votes cast .",exit polls show that the former prime minister abbas to two thirds of the enormous gap votes to win this election .,0.5647,0.6818181818181818,1
he will succeed arafat as chairman of the palestinian self-rule government .,"he will inherit arafat , chairman of the palestinian self-rule government .",0.8333,0.16666666666666666,1
""" these efforts , including today's presidential elections and the parliamentary elections that will follow in several months , are essential for the establishment of a sovereign , independent , democratic and peaceful palestinian state , a new state that can ensure the security of israel , "" bush said","bush stated , "" these efforts - including today's presidential elections and the parliamentary elections that will follow in several months - are essential for the establishment of a sovereign , independent , viable , democratic , and peaceful palestinian state . this new state will ensure the safety of israel . """,0.8302,0.2830188679245283,0
he said the us government looked forward to cooperating with the newly elected palestinian self-rule government chairman and the palestinian people to advance the cause of middle east peace .,he said that the u.s. government looks forward to working with the newly elected chairman of the palestinian autonomous government and the palestinians in the advancement of the cause of middle east peace .,0.5946,0.4117647058823529,0
peace in the middle east is consistent with the wishes of the peoples of both israel and palestine for peaceful and secure coexistence .,middle east peace meets the desire of the israelis and palestinians to coexist in peace and security .,0.3981,0.9444444444444444,0
